,calorie_epifactor,fat_epifactor,proten_epifactor,ingredeints_epifactor
0,17.01772966188123,10.674006444683135,10.674006444683135,22.839363017934446
1,21.255402076012764,21.67548500881834,21.67548500881834,35.71428571428571
2,24.998344918901026,17.597791072250345,17.597791072250345,28.364779874213834
3,23.532351767116104,15.880520337746356,15.880520337746356,30.36056273874471
4,25.082000759308936,15.84669435081904,15.84669435081904,19.6335222393955
